REWIRING vs ADD/REMOVE under a CONTINUOUS objective (acc - 16.000*energy)
RAW 1 150 11 0.2500 1.0000 1.0000 1.0000 0.008333 0.6300
RAW 1 150 12 0.3333 1.0000 1.0000 1.0000 0.008333 0.7360
RAW 1 150 13 0.2500 1.0000 1.0000 1.0000 0.008333 0.7280
RAW 1 150 14 0.2500 1.0000 1.0000 1.0000 0.008333 0.7630
RAW 1 150 15 0.5000 1.0000 1.0000 1.0000 0.008333 0.7290
RAW 1 150 16 0.5000 1.0000 1.0000 1.0000 0.008333 0.7250
RAW 1 150 17 0.2500 1.0000 1.0000 1.0000 0.008333 0.7390
RAW 1 150 18 0.2500 1.0000 1.0000 1.0000 0.008333 0.7000
RAW 1 150 19 0.2500 1.0000 1.0000 1.0000 0.008333 0.6530
RAW 1 150 20 0.5833 1.0000 1.0000 1.0000 0.008333 0.7750
RAW 1 150 21 0.5833 1.0000 1.0000 1.0000 0.008333 0.7790
RAW 1 150 22 0.5000 1.0000 1.0000 1.0000 0.008333 0.7230
RAW 1 150 23 0.2500 1.0000 1.0000 1.0000 0.008333 0.7390
RAW 1 150 24 0.2500 1.0000 1.0000 1.0000 0.008333 0.7270
RAW 1 150 25 0.5833 1.0000 1.0000 1.0000 0.008333 0.7830
RAW 1 150 26 0.7500 1.0000 1.0000 1.0000 0.008333 0.8420
RAW 1 150 27 0.5833 1.0000 1.0000 1.0000 0.008333 0.7670
RAW 1 150 28 0.5833 1.0000 1.0000 1.0000 0.008333 0.7620
RAW 1 150 29 0.5000 1.0000 1.0000 1.0000 0.008333 0.7350
RAW 1 150 30 0.5833 1.0000 1.0000 1.0000 0.008333 0.7680
  1 slide-1        0.944       1.09    1.56   0.471    0.0173   0.741
RAW 2 150 1 0.7500 1.0000 1.0000 1.0000 0.008333 0.8730
RAW 2 150 2 0.8333 1.0000 1.0000 1.0000 0.008333 0.8810
RAW 2 150 3 0.7500 1.0000 1.0000 1.0000 0.008333 0.8750
RAW 2 150 4 0.8333 1.0000 1.0000 1.0000 0.008333 0.8550
RAW 2 150 5 0.7500 1.0000 1.0000 1.0000 0.008333 0.8010
RAW 2 150 6 0.7500 1.0000 1.0000 1.0000 0.008333 0.8390
RAW 2 150 7 0.7500 1.0000 1.0000 1.0000 0.008333 0.8650
RAW 2 150 8 0.8333 1.0000 1.0000 1.0000 0.008333 0.8960
RAW 2 150 9 0.8333 1.0000 1.0000 1.0000 0.008333 0.8700
RAW 2 150 10 0.8333 1.0000 1.0000 1.0000 0.008333 0.8630
RAW 2 150 11 0.8333 1.0000 1.0000 1.0000 0.008333 0.9000
RAW 2 150 12 0.7500 1.0000 1.0000 1.0000 0.008333 0.8230
RAW 2 150 13 0.8333 1.0000 1.0000 1.0000 0.008333 0.8650
RAW 2 150 14 0.8333 1.0000 1.0000 1.0000 0.008333 0.8640
RAW 2 150 15 0.7500 1.0000 1.0000 1.0000 0.008333 0.8590
RAW 2 150 16 0.8333 1.0000 1.0000 1.0000 0.008333 0.8850
RAW 2 150 17 0.5833 1.0000 1.0000 1.0000 0.008333 0.8640
RAW 2 150 18 0.4167 1.0000 1.0000 1.0000 0.008333 0.8620
RAW 2 150 19 0.6667 1.0000 1.0000 1.0000 0.008333 0.8400
RAW 2 150 20 0.7500 1.0000 1.0000 1.0000 0.008333 0.8090
RAW 2 150 21 0.8333 1.0000 1.0000 1.0000 0.008333 0.9100
RAW 2 150 22 0.6667 1.0000 1.0000 1.0000 0.008333 0.8130
RAW 2 150 23 0.5833 1.0000 1.0000 1.0000 0.008333 0.8520
RAW 2 150 24 0.5000 1.0000 1.0000 1.0000 0.008333 0.8130
RAW 2 150 25 0.8333 1.0000 1.0000 1.0000 0.008333 0.8750
RAW 2 150 26 0.8333 1.0000 1.0000 1.0000 0.008333 0.8750
RAW 2 150 27 0.8333 1.0000 1.0000 1.0000 0.008333 0.9160
RAW 2 150 28 0.7500 1.0000 1.0000 1.0000 0.008333 0.8800
RAW 2 150 29 0.8333 1.0000 1.0000 1.0000 0.008333 0.8930
RAW 2 150 30 0.8333 1.0000 1.0000 1.0000 0.008333 0.8740
  2 rewire-rand    0.944       1.09    1.56   0.726    0.0173   0.863

GENS=0 reruns this as the no-evolution control: any arm difference that survives there
is an artifact of the seed and the operator, not of selection.
